Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-100799,2024-08-05,2024-08-09,Same Day,CUST-1355,Customer_718,Home Office,USA,Houston,Texas,South,PROD-911,Furniture,Tables,Study Table,742.54,1,0,157.1
ORD-100800,2023-11-01,2023-11-05,Same Day,CUST-1393,Customer_675,Consumer,USA,Seattle,Washington,West,PROD-815,Technology,Accessories,Wireless Mouse,264.15,7,0.2,51.06
ORD-100801,2024-08-05,2024-08-06,First Class,CUST-1682,Customer_69,Home Office,USA,Houston,Texas,South,PROD-843,Office Supplies,Paper,Copy Paper,254.9,1,0,30.19
ORD-100802,2023-08-11,2023-08-15,First Class,CUST-1419,Customer_462,Consumer,USA,Houston,Texas,South,PROD-358,Office Supplies,Binders,Binder,995.41,2,0,237.75
ORD-100803,2023-08-01,2023-08-06,Same Day,CUST-1390,Customer_352,Home Office,USA,New York,New York,East,PROD-508,Furniture,Tables,Study Table,91.73,1,0.3,14.58
ORD-100804,2023-07-19,2023-07-23,Same Day,CUST-1496,Customer_473,Consumer,USA,New York,New York,East,PROD-184,Technology,Phones,Smartphone,132.39,5,0,17.45
ORD-100805,2024-07-15,2024-07-21,Second Class,CUST-1858,Customer_19,Home Office,USA,Los Angeles,California,West,PROD-202,Office Supplies,Paper,Copy Paper,157.45,8,0,41
ORD-100806,2023-07-01,2023-07-04,First Class,CUST-1157,Customer_452,Corporate,USA,New York,New York,East,PROD-282,Office Supplies,Binders,Binder,185.08,7,0.3,33.48
ORD-100807,2023-08-10,2023-08-16,Standard Class,CUST-1399,Customer_707,Corporate,USA,New York,New York,East,PROD-554,Office Supplies,Paper,Copy Paper,453.22,4,0,117.44
ORD-100808,2023-02-23,2023-02-28,Second Class,CUST-1204,Customer_94,Consumer,USA,New York,New York,East,PROD-531,Technology,Phones,Smartphone,771.77,7,0,110.87
ORD-100809,2023-01-29,2023-01-30,Second Class,CUST-1741,Customer_172,Consumer,USA,Chicago,Illinois,Central,PROD-525,Technology,Accessories,Wireless Mouse,236.16,2,0,58.86
ORD-100810,2024-06-08,2024-06-09,Same Day,CUST-1123,Customer_238,Consumer,USA,Chicago,Illinois,Central,PROD-208,Furniture,Chairs,Office Chair,632.18,4,0.2,68.76
ORD-100811,2024-01-01,2024-01-04,Same Day,CUST-1225,Customer_68,Home Office,USA,Los Angeles,California,West,PROD-934,Technology,Phones,Smartphone,660.91,7,0,97.35
ORD-100812,2023-10-13,2023-10-19,Same Day,CUST-1104,Customer_730,Home Office,USA,Seattle,Washington,West,PROD-910,Furniture,Chairs,Office Chair,85.98,1,0,13.14
ORD-100813,2024-08-05,2024-08-07,Second Class,CUST-1340,Customer_180,Home Office,USA,Chicago,Illinois,Central,PROD-879,Technology,Phones,Smartphone,981.79,6,0.3,85.55
ORD-100814,2024-12-05,2024-12-08,Same Day,CUST-1391,Customer_524,Home Office,USA,Boston,Massachusetts,East,PROD-859,Furniture,Tables,Study Table,348.4,2,0.2,82.93
ORD-100815,2023-08-27,2023-09-01,Standard Class,CUST-1316,Customer_243,Home Office,USA,Seattle,Washington,West,PROD-538,Office Supplies,Paper,Copy Paper,247.95,1,0.2,49.52
ORD-100816,2023-09-07,2023-09-12,Same Day,CUST-1209,Customer_658,Consumer,USA,New York,New York,East,PROD-343,Technology,Phones,Smartphone,387.03,3,0,38.9
ORD-100817,2024-09-04,2024-09-08,Standard Class,CUST-1533,Customer_425,Home Office,USA,Boston,Massachusetts,East,PROD-932,Furniture,Chairs,Office Chair,292.56,3,0.3,54.63
ORD-100818,2023-10-23,2023-10-30,Second Class,CUST-1820,Customer_704,Home Office,USA,New York,New York,East,PROD-836,Technology,Accessories,Wireless Mouse,355.87,6,0,65.77
ORD-100819,2023-08-16,2023-08-21,Same Day,CUST-1071,Customer_198,Consumer,USA,Houston,Texas,South,PROD-749,Office Supplies,Binders,Binder,199.87,6,0.3,-1.7
ORD-100820,2023-05-25,2023-05-27,Standard Class,CUST-1436,Customer_743,Corporate,USA,Los Angeles,California,West,PROD-418,Technology,Phones,Smartphone,600.78,3,0,65.53
ORD-100821,2023-06-18,2023-06-24,Same Day,CUST-1990,Customer_651,Consumer,USA,Los Angeles,California,West,PROD-378,Technology,Accessories,Wireless Mouse,192.91,7,0,24.26
ORD-100822,2024-05-07,2024-05-08,Same Day,CUST-1778,Customer_160,Corporate,USA,Chicago,Illinois,Central,PROD-120,Furniture,Tables,Study Table,184.41,7,0.1,25.02
ORD-100823,2024-01-26,2024-01-30,Same Day,CUST-1313,Customer_465,Corporate,USA,New York,New York,East,PROD-484,Furniture,Chairs,Office Chair,561.8,3,0,64.23
ORD-100824,2024-07-29,2024-08-03,Second Class,CUST-1004,Customer_14,Home Office,USA,Houston,Texas,South,PROD-847,Technology,Phones,Smartphone,153.92,6,0.1,12.15
ORD-100825,2024-01-19,2024-01-23,First Class,CUST-1656,Customer_603,Consumer,USA,Houston,Texas,South,PROD-518,Furniture,Tables,Study Table,971.08,7,0,141.79
ORD-100826,2023-02-09,2023-02-10,First Class,CUST-1521,Customer_727,Corporate,USA,Houston,Texas,South,PROD-750,Office Supplies,Binders,Binder,210.34,3,0.1,56.64
ORD-100827,2024-12-06,2024-12-09,Same Day,CUST-1035,Customer_371,Home Office,USA,Boston,Massachusetts,East,PROD-823,Technology,Phones,Smartphone,927.99,7,0.3,47.98
ORD-100828,2024-11-23,2024-11-24,Second Class,CUST-1260,Customer_254,Home Office,USA,Boston,Massachusetts,East,PROD-692,Office Supplies,Paper,Copy Paper,276.1,3,0.1,73.46
ORD-100829,2024-11-09,2024-11-16,Same Day,CUST-1407,Customer_724,Home Office,USA,Los Angeles,California,West,PROD-182,Technology,Phones,Smartphone,775.55,2,0.3,130.22
ORD-100830,2024-06-14,2024-06-16,Same Day,CUST-1600,Customer_316,Home Office,USA,Houston,Texas,South,PROD-521,Technology,Accessories,Wireless Mouse,267.81,7,0,46.91
ORD-100831,2023-04-02,2023-04-03,Same Day,CUST-1715,Customer_316,Consumer,USA,Boston,Massachusetts,East,PROD-272,Office Supplies,Binders,Binder,817.94,6,0,194
ORD-100832,2024-05-18,2024-05-19,Same Day,CUST-1174,Customer_181,Corporate,USA,New York,New York,East,PROD-290,Technology,Phones,Smartphone,534.46,7,0.3,33.18
ORD-100833,2024-12-21,2024-12-23,Second Class,CUST-1190,Customer_206,Consumer,USA,Los Angeles,California,West,PROD-867,Furniture,Tables,Study Table,512.56,3,0,83.38
ORD-100834,2023-07-07,2023-07-14,Second Class,CUST-1081,Customer_301,Consumer,USA,Los Angeles,California,West,PROD-486,Furniture,Chairs,Office Chair,451.92,7,0.2,16.86
ORD-100835,2023-05-08,2023-05-11,Standard Class,CUST-1009,Customer_63,Corporate,USA,New York,New York,East,PROD-869,Furniture,Chairs,Office Chair,593.93,1,0.1,89.86
ORD-100836,2023-01-08,2023-01-14,First Class,CUST-1954,Customer_498,Corporate,USA,Seattle,Washington,West,PROD-875,Technology,Phones,Smartphone,226.85,2,0,32.65
ORD-100837,2023-12-12,2023-12-17,Second Class,CUST-1963,Customer_370,Home Office,USA,Houston,Texas,South,PROD-508,Furniture,Chairs,Office Chair,688.22,6,0,206.37
ORD-100838,2024-01-23,2024-01-28,Same Day,CUST-1742,Customer_143,Consumer,USA,New York,New York,East,PROD-716,Furniture,Chairs,Office Chair,810.14,6,0,133.05
ORD-100839,2023-05-06,2023-05-13,Same Day,CUST-1527,Customer_424,Home Office,USA,Seattle,Washington,West,PROD-292,Furniture,Chairs,Office Chair,381.06,4,0.2,69.18
ORD-100840,2023-01-04,2023-01-10,Same Day,CUST-1239,Customer_622,Corporate,USA,Chicago,Illinois,Central,PROD-509,Technology,Phones,Smartphone,875.97,6,0.3,62.53
ORD-100841,2024-09-19,2024-09-26,Standard Class,CUST-1751,Customer_395,Corporate,USA,New York,New York,East,PROD-721,Furniture,Chairs,Office Chair,940.3,7,0.1,260.2
ORD-100842,2023-07-19,2023-07-25,Same Day,CUST-1172,Customer_457,Consumer,USA,Los Angeles,California,West,PROD-593,Office Supplies,Binders,Binder,145.3,1,0,18.21
ORD-100843,2024-11-09,2024-11-14,Standard Class,CUST-1445,Customer_733,Consumer,USA,Los Angeles,California,West,PROD-264,Technology,Accessories,Wireless Mouse,187.02,4,0.3,30.85
ORD-100844,2023-12-01,2023-12-05,Second Class,CUST-1944,Customer_548,Home Office,USA,Chicago,Illinois,Central,PROD-842,Technology,Accessories,Wireless Mouse,672.61,5,0.3,13.97
ORD-100845,2024-05-18,2024-05-19,First Class,CUST-1386,Customer_735,Home Office,USA,Boston,Massachusetts,East,PROD-853,Furniture,Chairs,Office Chair,933.14,4,0.2,24.42
ORD-100846,2024-01-26,2024-02-01,First Class,CUST-1089,Customer_115,Consumer,USA,Boston,Massachusetts,East,PROD-448,Office Supplies,Binders,Binder,812.28,7,0,93.23
ORD-100847,2024-08-29,2024-08-31,Standard Class,CUST-1318,Customer_64,Home Office,USA,Boston,Massachusetts,East,PROD-648,Technology,Phones,Smartphone,144.87,6,0,41.8
ORD-100848,2023-07-14,2023-07-21,Second Class,CUST-1532,Customer_680,Home Office,USA,Houston,Texas,South,PROD-704,Furniture,Tables,Study Table,775.86,6,0.3,173.39
ORD-100849,2023-08-16,2023-08-17,Same Day,CUST-1696,Customer_467,Consumer,USA,Houston,Texas,South,PROD-715,Technology,Phones,Smartphone,329.61,8,0,85.47
ORD-100850,2023-10-18,2023-10-20,Standard Class,CUST-1280,Customer_724,Home Office,USA,Boston,Massachusetts,East,PROD-589,Office Supplies,Paper,Copy Paper,606.9,1,0,106.57
ORD-100851,2024-10-08,2024-10-15,First Class,CUST-1156,Customer_734,Consumer,USA,Los Angeles,California,West,PROD-968,Furniture,Tables,Study Table,710.06,5,0.1,31.74
ORD-100852,2023-08-19,2023-08-25,Second Class,CUST-1022,Customer_562,Corporate,USA,Boston,Massachusetts,East,PROD-445,Technology,Phones,Smartphone,859.64,3,0.3,75.61
ORD-100853,2024-03-08,2024-03-14,First Class,CUST-1713,Customer_200,Home Office,USA,Houston,Texas,South,PROD-976,Furniture,Chairs,Office Chair,403.24,7,0.2,77.3
ORD-100854,2024-07-15,2024-07-19,Standard Class,CUST-1870,Customer_727,Corporate,USA,New York,New York,East,PROD-568,Technology,Accessories,Wireless Mouse,757.22,6,0.2,171.48
ORD-100855,2024-11-01,2024-11-03,Second Class,CUST-1223,Customer_767,Consumer,USA,Seattle,Washington,West,PROD-852,Technology,Accessories,Wireless Mouse,702.04,8,0,192.57
ORD-100856,2024-10-28,2024-10-29,Same Day,CUST-1695,Customer_173,Consumer,USA,Chicago,Illinois,Central,PROD-198,Office Supplies,Paper,Copy Paper,684.75,2,0,98.7
ORD-100857,2023-12-31,2024-01-04,Same Day,CUST-1993,Customer_153,Home Office,USA,Los Angeles,California,West,PROD-839,Technology,Phones,Smartphone,980.67,2,0.3,73.18
ORD-100858,2024-02-18,2024-02-20,Second Class,CUST-1668,Customer_764,Corporate,USA,New York,New York,East,PROD-894,Technology,Phones,Smartphone,408.71,4,0,90.73
ORD-100859,2024-12-09,2024-12-16,Same Day,CUST-1376,Customer_12,Consumer,USA,Boston,Massachusetts,East,PROD-219,Office Supplies,Paper,Copy Paper,782.18,2,0.3,66.9
ORD-100860,2023-03-26,2023-03-27,Same Day,CUST-1280,Customer_711,Home Office,USA,Houston,Texas,South,PROD-196,Office Supplies,Paper,Copy Paper,42.57,4,0.2,10.93
ORD-100861,2024-08-30,2024-09-01,Standard Class,CUST-1730,Customer_551,Consumer,USA,Houston,Texas,South,PROD-515,Furniture,Tables,Study Table,312.4,7,0,23.39
ORD-100862,2024-12-18,2024-12-19,Standard Class,CUST-1771,Customer_772,Consumer,USA,Houston,Texas,South,PROD-774,Office Supplies,Binders,Binder,82.65,8,0.2,11.96
ORD-100863,2023-05-01,2023-05-03,Standard Class,CUST-1040,Customer_132,Home Office,USA,Seattle,Washington,West,PROD-311,Office Supplies,Paper,Copy Paper,25.22,3,0.1,5.8
ORD-100864,2024-10-30,2024-11-01,Standard Class,CUST-1518,Customer_306,Corporate,USA,New York,New York,East,PROD-657,Office Supplies,Binders,Binder,854.42,5,0,60.79
ORD-100865,2023-06-25,2023-06-29,First Class,CUST-1674,Customer_547,Corporate,USA,Boston,Massachusetts,East,PROD-243,Technology,Phones,Smartphone,314.59,4,0.2,74.29
ORD-100866,2024-08-13,2024-08-17,Standard Class,CUST-1678,Customer_46,Consumer,USA,Boston,Massachusetts,East,PROD-137,Furniture,Chairs,Office Chair,614.05,6,0.2,38.35
ORD-100867,2023-07-12,2023-07-14,First Class,CUST-1131,Customer_747,Home Office,USA,Chicago,Illinois,Central,PROD-532,Technology,Accessories,Wireless Mouse,610.1,3,0,120.77
ORD-100868,2023-03-18,2023-03-23,Standard Class,CUST-1967,Customer_261,Home Office,USA,Chicago,Illinois,Central,PROD-535,Furniture,Chairs,Office Chair,656.77,7,0,98.53
ORD-100869,2024-12-12,2024-12-14,Second Class,CUST-1731,Customer_382,Home Office,USA,Seattle,Washington,West,PROD-773,Technology,Accessories,Wireless Mouse,636.98,2,0,190.35
ORD-100870,2024-10-25,2024-11-01,Same Day,CUST-1388,Customer_27,Home Office,USA,Seattle,Washington,West,PROD-353,Office Supplies,Binders,Binder,431.29,3,0,55.68
ORD-100871,2023-03-21,2023-03-24,Standard Class,CUST-1371,Customer_342,Corporate,USA,New York,New York,East,PROD-249,Office Supplies,Binders,Binder,690.3,2,0.1,32.09
ORD-100872,2023-08-20,2023-08-23,Standard Class,CUST-1801,Customer_127,Consumer,USA,New York,New York,East,PROD-639,Technology,Phones,Smartphone,979.9,7,0,141.75
ORD-100873,2023-11-10,2023-11-15,Standard Class,CUST-1918,Customer_50,Consumer,USA,Houston,Texas,South,PROD-425,Technology,Phones,Smartphone,706.45,6,0,132.73
ORD-100874,2024-02-03,2024-02-05,Second Class,CUST-1673,Customer_130,Consumer,USA,Chicago,Illinois,Central,PROD-487,Office Supplies,Paper,Copy Paper,487.32,7,0,55.93
ORD-100875,2024-08-04,2024-08-10,Same Day,CUST-1723,Customer_469,Consumer,USA,Chicago,Illinois,Central,PROD-549,Technology,Phones,Smartphone,713.35,6,0,156.62
ORD-100876,2023-12-29,2024-01-05,Second Class,CUST-1312,Customer_651,Consumer,USA,Houston,Texas,South,PROD-412,Office Supplies,Binders,Binder,290.31,5,0.1,46.49
ORD-100877,2024-02-21,2024-02-28,Second Class,CUST-1589,Customer_59,Consumer,USA,Chicago,Illinois,Central,PROD-861,Technology,Phones,Smartphone,95.16,2,0,27.24
ORD-100878,2023-10-20,2023-10-25,Same Day,CUST-1527,Customer_702,Home Office,USA,Houston,Texas,South,PROD-645,Technology,Phones,Smartphone,683.49,7,0.3,16.48
ORD-100879,2024-12-15,2024-12-16,Same Day,CUST-1719,Customer_548,Home Office,USA,Houston,Texas,South,PROD-453,Technology,Phones,Smartphone,912.67,4,0.3,-7.46
ORD-100880,2023-09-08,2023-09-14,Second Class,CUST-1179,Customer_77,Corporate,USA,Boston,Massachusetts,East,PROD-959,Office Supplies,Binders,Binder,615.23,1,0,134.51
ORD-100881,2023-05-17,2023-05-22,Standard Class,CUST-1346,Customer_696,Consumer,USA,Chicago,Illinois,Central,PROD-951,Technology,Phones,Smartphone,505.6,7,0,72.46
ORD-100882,2024-07-06,2024-07-13,Same Day,CUST-1222,Customer_313,Home Office,USA,New York,New York,East,PROD-627,Furniture,Chairs,Office Chair,493.46,5,0,50.96
ORD-100883,2023-02-06,2023-02-10,First Class,CUST-1362,Customer_110,Consumer,USA,Seattle,Washington,West,PROD-458,Furniture,Tables,Study Table,368.63,1,0.2,46.11
ORD-100884,2023-07-10,2023-07-14,Second Class,CUST-1420,Customer_127,Corporate,USA,Chicago,Illinois,Central,PROD-107,Technology,Phones,Smartphone,442.19,2,0,31.48
ORD-100885,2023-06-09,2023-06-16,Same Day,CUST-1913,Customer_187,Home Office,USA,Boston,Massachusetts,East,PROD-931,Furniture,Chairs,Office Chair,481.28,4,0,60.07
ORD-100886,2023-10-03,2023-10-04,Standard Class,CUST-1367,Customer_727,Consumer,USA,Houston,Texas,South,PROD-213,Office Supplies,Paper,Copy Paper,178.6,8,0,42.29
ORD-100887,2023-07-14,2023-07-17,Second Class,CUST-1682,Customer_204,Corporate,USA,New York,New York,East,PROD-781,Technology,Accessories,Wireless Mouse,432.63,7,0,119.08
ORD-100888,2023-09-30,2023-10-01,Same Day,CUST-1513,Customer_744,Home Office,USA,Houston,Texas,South,PROD-963,Furniture,Tables,Study Table,803.82,8,0.3,17.57
ORD-100889,2024-02-03,2024-02-05,Second Class,CUST-1053,Customer_695,Corporate,USA,New York,New York,East,PROD-539,Technology,Phones,Smartphone,143.6,1,0,25.13
ORD-100890,2024-09-03,2024-09-09,Same Day,CUST-1253,Customer_633,Consumer,USA,New York,New York,East,PROD-846,Furniture,Tables,Study Table,303.68,8,0.1,15.38
ORD-100891,2024-06-07,2024-06-09,Same Day,CUST-1203,Customer_486,Home Office,USA,Los Angeles,California,West,PROD-901,Furniture,Chairs,Office Chair,866.88,2,0.3,44.94
ORD-100892,2023-04-16,2023-04-22,Second Class,CUST-1234,Customer_124,Consumer,USA,Boston,Massachusetts,East,PROD-510,Office Supplies,Binders,Binder,204.9,3,0.2,34.26
ORD-100893,2023-02-09,2023-02-12,Standard Class,CUST-1389,Customer_418,Home Office,USA,Los Angeles,California,West,PROD-413,Technology,Accessories,Wireless Mouse,37.31,7,0,2.71
ORD-100894,2024-12-17,2024-12-23,Standard Class,CUST-1311,Customer_113,Corporate,USA,Los Angeles,California,West,PROD-472,Technology,Accessories,Wireless Mouse,437.55,6,0,77.65
ORD-100895,2023-10-15,2023-10-18,Standard Class,CUST-1053,Customer_677,Home Office,USA,Boston,Massachusetts,East,PROD-429,Furniture,Tables,Study Table,333.44,4,0,31.82
ORD-100896,2023-08-06,2023-08-09,First Class,CUST-1342,Customer_312,Consumer,USA,Houston,Texas,South,PROD-199,Furniture,Chairs,Office Chair,442.29,2,0,126.97
ORD-100897,2024-11-16,2024-11-17,First Class,CUST-1243,Customer_666,Corporate,USA,Boston,Massachusetts,East,PROD-315,Office Supplies,Binders,Binder,344.59,3,0.3,66.34
ORD-100898,2024-08-21,2024-08-25,Second Class,CUST-1197,Customer_722,Corporate,USA,New York,New York,East,PROD-201,Technology,Phones,Smartphone,636.97,3,0.2,25.54
ORD-100899,2023-03-18,2023-03-23,Second Class,CUST-1044,Customer_131,Consumer,USA,Seattle,Washington,West,PROD-528,Furniture,Chairs,Office Chair,730.84,5,0,134.03
ORD-100900,2024-07-17,2024-07-23,Standard Class,CUST-1932,Customer_447,Consumer,USA,Chicago,Illinois,Central,PROD-594,Office Supplies,Binders,Binder,897.01,6,0.1,168.16
ORD-100901,2024-03-05,2024-03-10,First Class,CUST-1046,Customer_580,Consumer,USA,Seattle,Washington,West,PROD-913,Technology,Phones,Smartphone,607.17,3,0.3,140.79
ORD-100902,2024-12-11,2024-12-13,Second Class,CUST-1448,Customer_769,Home Office,USA,Boston,Massachusetts,East,PROD-493,Furniture,Tables,Study Table,691,8,0.2,174.74
ORD-100903,2024-07-29,2024-08-05,Second Class,CUST-1606,Customer_714,Consumer,USA,Houston,Texas,South,PROD-909,Furniture,Tables,Study Table,222.79,5,0,20.05
ORD-100904,2024-06-09,2024-06-13,First Class,CUST-1565,Customer_122,Consumer,USA,Seattle,Washington,West,PROD-329,Office Supplies,Paper,Copy Paper,317.34,5,0,39.38
ORD-100905,2023-02-16,2023-02-21,First Class,CUST-1894,Customer_53,Home Office,USA,Los Angeles,California,West,PROD-354,Furniture,Chairs,Office Chair,646.82,1,0,182.28
ORD-100906,2023-08-04,2023-08-09,First Class,CUST-1739,Customer_137,Corporate,USA,New York,New York,East,PROD-726,Technology,Phones,Smartphone,640.03,6,0,83.93
ORD-100907,2023-10-29,2023-11-01,First Class,CUST-1180,Customer_263,Consumer,USA,New York,New York,East,PROD-650,Office Supplies,Paper,Copy Paper,827.45,1,0,192.48
ORD-100908,2024-11-04,2024-11-11,Second Class,CUST-1836,Customer_453,Consumer,USA,Seattle,Washington,West,PROD-432,Technology,Phones,Smartphone,946.74,7,0,253.26
ORD-100909,2023-10-03,2023-10-05,Same Day,CUST-1377,Customer_152,Corporate,USA,Seattle,Washington,West,PROD-195,Office Supplies,Paper,Copy Paper,172.53,7,0,40.11
ORD-100910,2024-05-22,2024-05-24,Second Class,CUST-1663,Customer_289,Consumer,USA,Houston,Texas,South,PROD-417,Technology,Accessories,Wireless Mouse,205.08,3,0.1,54.52
ORD-100911,2023-06-16,2023-06-18,Same Day,CUST-1930,Customer_661,Corporate,USA,Houston,Texas,South,PROD-202,Office Supplies,Paper,Copy Paper,88.07,4,0,13.79
ORD-100912,2024-06-23,2024-06-25,Standard Class,CUST-1781,Customer_660,Consumer,USA,Boston,Massachusetts,East,PROD-235,Technology,Phones,Smartphone,390.32,2,0,30.25
ORD-100913,2023-09-12,2023-09-19,Standard Class,CUST-1980,Customer_109,Home Office,USA,New York,New York,East,PROD-853,Furniture,Chairs,Office Chair,939.83,3,0.2,12.57
ORD-100914,2023-12-13,2023-12-20,Second Class,CUST-1314,Customer_340,Corporate,USA,Boston,Massachusetts,East,PROD-258,Technology,Phones,Smartphone,156.45,4,0.2,36.47
ORD-100915,2023-09-07,2023-09-08,Standard Class,CUST-1105,Customer_558,Corporate,USA,Seattle,Washington,West,PROD-205,Office Supplies,Paper,Copy Paper,634.94,5,0,35.11
ORD-100916,2024-06-07,2024-06-14,Same Day,CUST-1150,Customer_362,Home Office,USA,Houston,Texas,South,PROD-393,Technology,Accessories,Wireless Mouse,913.92,1,0,97.49
ORD-100917,2023-08-20,2023-08-26,First Class,CUST-1365,Customer_79,Home Office,USA,Houston,Texas,South,PROD-441,Office Supplies,Paper,Copy Paper,501.98,2,0,53.28
ORD-100918,2023-05-02,2023-05-05,Second Class,CUST-1695,Customer_436,Consumer,USA,New York,New York,East,PROD-783,Technology,Phones,Smartphone,194.51,3,0.2,18.23
ORD-100919,2024-12-04,2024-12-07,First Class,CUST-1955,Customer_272,Home Office,USA,Seattle,Washington,West,PROD-917,Furniture,Chairs,Office Chair,877.89,6,0,244.98
ORD-100920,2023-03-20,2023-03-27,Same Day,CUST-1834,Customer_69,Consumer,USA,New York,New York,East,PROD-691,Technology,Accessories,Wireless Mouse,333.85,3,0.1,47.3
ORD-100921,2024-03-13,2024-03-19,Same Day,CUST-1361,Customer_327,Corporate,USA,Chicago,Illinois,Central,PROD-534,Technology,Accessories,Wireless Mouse,336.59,2,0,32.13
ORD-100922,2024-05-07,2024-05-13,Same Day,CUST-1428,Customer_563,Corporate,USA,Houston,Texas,South,PROD-651,Office Supplies,Binders,Binder,155.46,6,0.3,34.26
ORD-100923,2024-06-30,2024-07-04,Second Class,CUST-1719,Customer_90,Consumer,USA,Seattle,Washington,West,PROD-470,Office Supplies,Binders,Binder,396.93,4,0.2,74.91
ORD-100924,2023-01-03,2023-01-05,First Class,CUST-1369,Customer_798,Consumer,USA,New York,New York,East,PROD-401,Furniture,Chairs,Office Chair,958.46,8,0,62.2
ORD-100925,2024-04-16,2024-04-18,Second Class,CUST-1120,Customer_713,Home Office,USA,Seattle,Washington,West,PROD-246,Furniture,Tables,Study Table,226.52,4,0,14.49
ORD-100926,2024-01-22,2024-01-28,Standard Class,CUST-1488,Customer_609,Consumer,USA,New York,New York,East,PROD-130,Office Supplies,Paper,Copy Paper,384.25,7,0.3,6.34
ORD-100927,2023-05-31,2023-06-03,Same Day,CUST-1153,Customer_784,Consumer,USA,Los Angeles,California,West,PROD-581,Technology,Phones,Smartphone,95.52,4,0.2,20.8
ORD-100928,2023-05-24,2023-05-30,Standard Class,CUST-1293,Customer_114,Consumer,USA,Seattle,Washington,West,PROD-161,Office Supplies,Paper,Copy Paper,480.78,5,0.3,35.74
ORD-100929,2024-10-19,2024-10-20,Same Day,CUST-1567,Customer_729,Corporate,USA,Seattle,Washington,West,PROD-685,Technology,Accessories,Wireless Mouse,30.65,3,0.1,6.13
ORD-100930,2024-05-28,2024-05-31,Same Day,CUST-1973,Customer_129,Home Office,USA,Boston,Massachusetts,East,PROD-316,Technology,Accessories,Wireless Mouse,932.82,7,0,273.58
ORD-100931,2024-02-15,2024-02-20,Standard Class,CUST-1836,Customer_710,Corporate,USA,New York,New York,East,PROD-588,Technology,Accessories,Wireless Mouse,200.02,7,0.3,46.8
ORD-100932,2023-11-17,2023-11-23,Second Class,CUST-1276,Customer_112,Consumer,USA,Boston,Massachusetts,East,PROD-179,Furniture,Tables,Study Table,181.53,7,0,38.42
ORD-100933,2024-01-07,2024-01-12,Second Class,CUST-1611,Customer_12,Corporate,USA,Chicago,Illinois,Central,PROD-292,Technology,Phones,Smartphone,296.56,4,0.2,10.86
ORD-100934,2024-07-18,2024-07-20,Same Day,CUST-1046,Customer_50,Corporate,USA,Boston,Massachusetts,East,PROD-195,Technology,Phones,Smartphone,283.78,4,0.2,42.91
ORD-100935,2023-11-13,2023-11-14,First Class,CUST-1997,Customer_133,Home Office,USA,Chicago,Illinois,Central,PROD-790,Furniture,Chairs,Office Chair,510.21,7,0,121.41
ORD-100936,2023-04-10,2023-04-13,Same Day,CUST-1488,Customer_601,Consumer,USA,Houston,Texas,South,PROD-397,Office Supplies,Paper,Copy Paper,512.13,2,0,28.64
ORD-100937,2023-06-15,2023-06-17,Second Class,CUST-1905,Customer_221,Home Office,USA,Boston,Massachusetts,East,PROD-769,Furniture,Tables,Study Table,887.5,2,0,255.78
ORD-100938,2023-05-25,2023-06-01,First Class,CUST-1638,Customer_442,Consumer,USA,Boston,Massachusetts,East,PROD-829,Technology,Accessories,Wireless Mouse,458.53,6,0,61.79
ORD-100939,2024-11-30,2024-12-04,Same Day,CUST-1099,Customer_16,Consumer,USA,Los Angeles,California,West,PROD-884,Technology,Accessories,Wireless Mouse,958.86,2,0.2,160.08
ORD-100940,2023-11-13,2023-11-18,Second Class,CUST-1069,Customer_287,Home Office,USA,New York,New York,East,PROD-472,Furniture,Tables,Study Table,465.71,2,0,132.04
ORD-100941,2023-12-28,2023-12-29,Same Day,CUST-1665,Customer_144,Consumer,USA,New York,New York,East,PROD-682,Technology,Accessories,Wireless Mouse,272.79,8,0.1,74.91
ORD-100942,2024-05-14,2024-05-15,Second Class,CUST-1451,Customer_376,Home Office,USA,Chicago,Illinois,Central,PROD-965,Furniture,Chairs,Office Chair,420.85,7,0.2,100.7
ORD-100943,2024-10-01,2024-10-04,Standard Class,CUST-1635,Customer_660,Consumer,USA,Chicago,Illinois,Central,PROD-858,Technology,Phones,Smartphone,515.82,7,0,138.94
ORD-100944,2023-09-08,2023-09-14,Same Day,CUST-1874,Customer_75,Consumer,USA,Seattle,Washington,West,PROD-497,Technology,Phones,Smartphone,856,3,0,123.23
ORD-100945,2024-04-18,2024-04-24,Same Day,CUST-1111,Customer_88,Consumer,USA,New York,New York,East,PROD-849,Furniture,Chairs,Office Chair,479.12,8,0.2,112.61
ORD-100946,2023-04-21,2023-04-25,Same Day,CUST-1217,Customer_720,Home Office,USA,Houston,Texas,South,PROD-587,Technology,Accessories,Wireless Mouse,342.15,7,0,46.4
ORD-100947,2023-04-28,2023-05-01,First Class,CUST-1581,Customer_33,Home Office,USA,Houston,Texas,South,PROD-892,Technology,Phones,Smartphone,949.56,3,0,199.46
ORD-100948,2024-01-25,2024-01-26,Same Day,CUST-1276,Customer_259,Home Office,USA,Chicago,Illinois,Central,PROD-280,Furniture,Tables,Study Table,229.15,8,0,61.18
